episode,alpha=0.0005,alpha=0.001,alpha=0.0001
1538,181.275512,116.498497,78.293998
1539,180.980567,113.829678,77.840654
1540,181.10587,113.455431,75.567071
1541,181.106307,113.492033,73.194986
1542,181.128121,111.178925,70.780499
1543,178.844597,108.482226,68.738547
1544,178.986338,110.900029,68.672098
1545,179.565843,111.064738,68.24991
1546,179.488985,112.102703,66.203357
1547,179.498552,110.863358,65.692404
1548,179.715367,110.624607,65.233441
1549,180.201472,110.722715,63.394834
1550,180.176465,110.356909,62.89145
1551,180.305441,110.382451,62.762864
1552,180.024033,109.209013,60.618885
1553,179.461494,107.210356,60.012089
1554,179.355183,107.137243,59.794755
1555,177.43503,104.113133,57.499285
1556,178.04378,103.647399,57.51701
1557,180.317652,103.117628,57.426317
1558,183.188571,102.899505,59.468242
1559,180.704007,102.791633,58.788934
1560,180.623728,107.83298,60.650593
1561,181.071008,109.623104,62.587656
1562,180.959158,108.979453,62.485676
1563,181.459803,110.948354,64.77099
1564,182.355319,108.766083,64.806141
1565,180.269061,111.047309,62.465131
1566,177.83452,110.119105,62.196644
1567,177.876196,107.610674,61.53445
1568,178.301406,104.572858,59.363985
1569,178.176159,104.349115,56.538485
1570,178.423224,103.5631,56.115816
1571,178.466939,101.856472,55.944081
1572,180.661417,101.234797,58.204683
1573,180.769253,101.150588,60.337067
1574,179.435128,97.841976,57.280404
1575,181.925407,95.445005,59.582242
1576,181.644511,97.925591,61.106605
1577,181.062547,100.265253,63.062123
1578,183.574517,102.737698,62.821033
1579,185.746698,104.646124,62.705099
1580,186.357479,103.899923,63.836707
1581,186.176462,103.675202,65.757947
1582,186.431009,103.985245,65.612882
1583,187.095992,105.917327,67.130567
1584,187.014907,106.109604,69.173183
1585,187.180193,106.279161,69.053037
1586,187.311144,103.983658,70.962027
1587,189.92563,103.291548,71.2608
1588,190.088246,106.680026,75.04648
1589,189.901221,106.814248,74.617396
1590,187.768137,109.345402,74.367048
1591,187.557847,111.314387,73.643125
1592,187.289175,110.77076,73.708308
1593,187.410835,112.68435,73.620988
1594,187.066363,112.823171,75.210524
1595,187.49601,110.180741,76.040419
1596,187.736948,107.162719,76.355845
1597,187.663848,109.192514,73.215899
1598,189.702302,110.954564,75.36456
1599,189.701659,113.229614,77.653047
1600,189.759121,115.713162,75.019653
1601,187.762727,117.633541,74.92927
1602,187.988994,119.292932,77.152688
1603,187.795144,119.179205,77.364057
1604,188.071041,122.224196,73.901928
1605,189.703031,122.164832,71.939156
1606,189.64043,124.705781,72.28944
1607,189.613224,122.546855,72.364144
1608,187.478292,124.692373,74.181539
1609,187.132318,122.291011,74.324321
1610,187.149929,124.333311,71.945817
1611,185.157924,124.264178,71.420057
1612,185.691429,123.511719,71.368833
1613,188.834141,123.311066,71.153774
1614,188.786377,125.379422,71.286393
1615,188.905908,125.835755,70.949482
1616,189.02517,125.607147,73.393703
1617,191.539309,128.086396,73.320395
1618,193.166061,127.76974,75.224487
1619,194.298158,127.529381,72.503566
1620,194.554876,127.203986,72.495915
1621,191.771339,126.991656,70.396242
1622,191.524954,124.580454,73.793793
1623,191.820296,124.952572,75.940546
1624,191.617016,124.794466,76.019055
1625,191.285371,124.864608,73.269331
1626,191.462664,124.62546,75.765529
1627,189.241865,124.595629,75.134713
1628,189.828398,124.856478,72.51973
1629,191.202357,125.193385,72.193452
1630,191.390456,127.459106,71.633443
1631,189.409132,129.642317,71.512838
1632,189.061213,127.454208,69.301758
1633,188.920169,127.812672,66.667297
1634,189.399398,127.987697,66.48423
1635,188.946765,127.803553,68.891197
1636,189.255639,126.078626,71.254717
1637,186.578243,129.238123,72.984492
1638,186.923163,129.24587,72.985662
1639,188.248741,129.264791,72.723721
1640,188.445328,132.220553,74.497432
1641,188.283133,131.957392,77.663035
1642,188.36423,132.027056,79.420235
1643,188.465769,134.297994,78.595534
1644,190.751225,136.565652,80.136763
1645,190.319468,136.161837,77.609293
1646,187.273359,135.89845,77.333859
1647,187.659176,138.435614,79.712186
1648,187.821932,139.337252,80.302149
1649,187.600048,139.818209,80.74158
1650,187.188789,137.314734,82.504593
1651,187.213255,139.82469,80.01884
1652,187.151502,140.075326,80.11589
1653,186.990983,143.185212,82.374589
1654,187.508742,145.169976,84.300998
1655,187.726668,145.303972,84.342008
1656,190.172908,148.49397,86.118665
1657,192.124256,148.756212,85.542011
1658,192.332092,148.377856,85.075305
1659,192.426486,148.475645,82.420429
1660,194.208889,148.414638,79.554545
1661,194.816307,148.646812,76.451445
1662,195.178233,148.826012,76.631259
1663,195.253253,151.960683,76.830575
1664,195.286055,152.050484,75.83185
1665,195.101846,152.266853,73.798352
1666,197.288619,152.051944,75.633599
1667,199.764111,154.719504,77.633836
1668,199.879339,156.999258,80.713337
1669,199.873585,159.921087,82.46335
1670,199.88149,160.060059,84.663117
1671,199.683907,163.562285,84.909712
1672,200.042676,165.47934,85.203157
1673,197.596338,166.522528,84.085579
1674,197.523628,166.244796,84.114231
1675,199.063851,169.691659,86.529472
1676,199.338184,171.84172,85.981303
1677,199.605218,171.608726,83.348632
1678,200.181026,171.842902,79.975439
1679,200.328591,171.68506,78.55685
1680,199.858387,172.357255,78.389084
1681,200.075727,173.208222,77.77621
1682,197.711712,173.200816,77.538255
1683,196.049101,172.909475,80.233376
1684,195.666712,173.052022,79.896534
1685,196.075029,172.669916,77.346288
1686,196.269856,174.500261,78.740851
1687,196.536415,176.858638,78.715145
1688,196.611045,179.140446,80.384983
1689,194.703135,179.097845,77.290935
1690,195.100063,181.676129,80.026122
1691,197.459875,179.358102,80.128171
1692,197.501081,179.359279,82.917435
1693,197.519552,182.405827,82.947759
1694,197.058111,182.898821,83.057873
1695,197.31814,182.780779,84.303775
1696,197.390258,185.465718,84.802309
1697,197.576854,188.377146,84.321586
1698,197.681966,187.924281,86.032203
1699,197.519892,187.926517,86.442594
1700,197.214623,188.07272,85.894054
1701,197.182553,187.78669,88.760437
1702,199.830762,185.8086,87.958454
1703,199.931099,186.219898,88.036163
1704,200.18392,186.275371,89.571111
1705,198.236349,186.044274,93.169222
1706,197.803845,185.883586,95.137589
1707,197.685502,185.942312,94.81347
1708,197.927065,187.676789,96.088822
1709,199.988067,187.837495,96.615356
1710,200.624336,190.184106,95.99144
1711,200.360095,190.608476,98.978032
1712,201.756327,190.660111,99.548724
1713,201.436331,191.679542,101.342716
1714,198.772542,191.761127,102.588229
1715,198.971928,192.133282,101.740493
1716,196.287196,192.087678,103.775422
1717,196.145577,192.367291,104.767215
1718,195.86324,192.236041,104.418788
1719,196.141526,192.566271,104.607363
1720,196.54017,192.300037,107.357209
1721,196.680786,192.426272,107.804556
1722,199.050419,192.781095,109.671847
1723,199.36757,195.554942,109.737568
1724,199.349117,195.439899,110.536787
1725,199.228533,195.481468,112.883675
1726,199.376216,193.307443,116.374346
1727,199.188867,193.301445,115.606678
1728,201.353346,193.521092,118.274908
1729,201.11449,192.51523,118.95253
1730,200.871566,191.699915,119.306022
1731,198.801125,191.76744,119.940205
1732,201.293348,192.174896,121.793959
1733,199.120868,194.060762,121.169741
1734,198.921496,193.90389,123.319889
1735,196.643685,193.562871,123.313072
1736,196.990921,193.547034,123.01822
1737,196.837645,195.462257,122.94772
1738,198.879709,195.228342,122.705301
1739,198.458739,194.976731,120.364394
1740,195.689871,194.937398,121.014567
1741,195.87996,195.105621,120.601905
1742,193.638592,195.192275,119.905163
1743,193.272548,195.527839,121.987698
1744,192.987898,195.376504,124.330061
1745,192.676068,195.693281,126.642969
1746,190.61111,196.366222,128.821642
1747,192.687195,196.428666,128.219374
1748,192.754101,195.973645,127.627063
1749,192.450274,198.579139,126.876284
1750,191.863903,198.164043,127.020994
1751,189.946924,200.923264,128.595793
1752,189.953606,201.349051,130.726187
1753,190.249888,201.00299,133.143097
1754,190.673479,201.632972,133.758034
1755,190.670551,201.8768,133.820651
1756,190.29612,202.229249,134.448638
1757,190.257342,202.537435,136.7707
1758,190.098579,202.527201,136.776207
1759,189.929918,202.893853,139.081747
1760,187.381159,203.099319,136.737927
1761,187.357036,203.167251,137.488927
1762,187.087844,203.355551,140.623854
1763,186.519719,203.391927,138.126347
1764,186.100238,203.340521,138.149736
1765,185.67634,203.259585,139.006508
1766,185.818364,205.332769,140.641738
1767,185.215704,205.266041,141.066309
1768,185.546532,205.57244,141.915459
1769,185.133875,205.761924,141.045795
1770,185.514396,205.762289,140.698946
1771,185.408242,205.608339,136.481401
1772,185.188991,205.335857,137.024903
1773,185.275265,205.165333,136.559894
1774,187.990931,204.593718,138.139266
1775,187.373501,206.73068,138.4803
1776,186.950744,206.628886,139.05846
1777,186.097635,206.967168,139.021842
1778,185.791094,207.081762,137.71595
1779,186.052294,206.749267,141.246633
1780,185.397505,206.853175,140.356943
1781,185.912183,206.687724,140.76572
1782,186.19406,206.713448,139.703573
1783,188.651885,207.12815,139.61622
1784,189.799851,207.287006,138.885965
1785,189.263803,207.266268,139.848661
1786,189.093605,207.671854,140.267332
1787,188.94285,208.354907,141.046262
1788,188.774103,208.726882,141.426572
1789,188.140446,209.264356,142.206997
1790,189.442685,209.049214,140.635534
1791,188.984429,209.184598,140.963327
1792,186.924819,211.596402,140.84341
1793,187.038991,211.782406,140.907557
1794,187.134473,211.542765,140.283506
1795,186.81612,211.553333,139.252369
1796,186.869365,211.593547,138.650022
1797,186.550305,211.482133,139.340627
1798,186.233395,211.460078,141.408658
1799,185.725531,211.493408,141.761151
1800,184.027176,211.706142,139.330884
1801,184.266046,211.629765,138.876887
1802,184.055808,211.867333,138.25067
1803,183.248523,214.133159,135.736825
1804,182.972545,214.656369,135.752958
1805,183.313812,214.710064,134.317668
1806,185.349098,214.499241,133.999261
1807,185.84894,214.869973,133.734327
1808,186.105302,215.08834,129.835377
1809,185.502274,215.368561,128.303821
1810,185.465636,215.457353,128.908244
1811,185.473732,215.653253,129.319537
1812,185.445879,215.679483,129.109021
1813,185.435393,215.853677,126.363707
1814,185.425667,215.956603,126.759341
1815,187.341155,216.338637,126.848713
1816,184.976021,215.90101,126.706087
1817,187.631665,215.750469,126.796429
1818,188.148248,215.802011,126.179344
1819,185.805833,216.02755,126.055608
1820,185.884617,216.039714,125.43651
1821,183.731244,215.949891,122.285942
1822,183.666645,215.575056,122.290438
1823,181.380781,215.506442,118.767788
1824,181.648471,215.284921,118.297402
1825,181.890766,214.969254,115.81201
1826,182.234084,215.112054,112.961485
1827,179.784664,217.107032,112.420457
1828,177.554892,217.393072,110.094375
1829,177.719111,211.231106,108.102103
1830,177.270851,211.936221,106.659484
1831,177.734322,212.546992,105.964933
1832,179.477269,213.424315,103.516077
1833,178.715893,213.489474,103.998649
1834,181.008537,213.704773,106.476975
1835,179.07708,213.767874,107.003589
1836,179.147358,213.803457,106.195028
1837,178.822691,213.986456,105.249295
1838,178.875267,214.051571,105.606504
1839,179.299205,214.175508,103.803556
1840,177.139918,214.261785,108.685717
1841,177.633076,213.940556,108.16957
1842,175.540783,213.602407,108.951899
1843,178.246346,214.112699,111.08292
1844,176.481705,213.673076,110.417437
1845,176.486843,213.794596,109.570603
1846,176.533367,213.363824,109.042029
1847,178.832212,213.378621,109.60328
1848,176.53579,213.279361,110.223189
1849,174.372331,213.747491,108.272673
1850,174.939218,213.842573,108.307763
1851,175.438031,214.141728,107.548152
1852,175.284252,213.969475,105.88358
1853,175.13016,213.703301,106.590398
1854,174.803656,213.749699,104.189467
1855,174.989698,213.084229,103.793717
1856,174.912079,213.15722,104.607037
1857,172.809397,213.016104,102.039333
1858,172.764194,213.094459,101.34842
1859,172.55124,213.410777,101.172692
1860,172.563509,214.137089,101.356941
1861,174.134374,214.151651,106.663748
1862,172.04738,214.441793,108.972629
1863,168.763728,214.234183,109.024062
1864,168.418227,214.690195,112.142029
1865,166.229763,214.369433,111.497794
1866,166.465042,214.54686,111.444227
1867,166.411764,214.605248,111.322975
1868,167.053593,214.924469,111.302957
1869,166.282111,214.938509,108.347702
1870,166.324448,214.872976,108.273069
1871,165.739918,215.274828,108.694471
1872,166.083826,215.606089,112.620187
1873,165.807019,215.571419,111.753699
1874,163.382576,215.751263,111.62987
1875,160.790192,216.061588,111.420101
1876,161.384489,215.982478,109.03345
1877,161.393553,215.854607,108.608437
1878,162.373818,215.732033,108.069574
1879,162.385289,216.400212,109.711468
1880,162.505847,216.221854,107.673974
1881,162.805363,216.331859,109.900413
1882,162.551739,216.452905,109.57011
1883,161.691999,216.029639,109.542387
1884,161.657657,216.064248,109.405787
1885,161.909515,215.787709,109.659812
1886,160.596595,215.977591,108.88461
1887,160.53715,215.819532,111.309603
1888,160.107272,215.886663,108.56383
1889,160.294484,215.369609,107.867616
1890,160.614857,215.051388,106.531697
1891,160.873848,214.761502,109.979596
1892,160.811052,214.655988,109.652077
1893,163.029294,214.477649,109.42434
1894,163.117503,214.671056,109.464544
1895,160.9552,214.946266,110.018012
1896,161.373749,214.863375,109.883551
1897,161.376829,214.569631,109.603929
1898,161.609577,214.613524,109.422715
1899,161.932694,214.680082,109.870003
1900,162.419266,214.629954,109.656292
1901,164.519108,214.82378,112.214386
1902,164.237529,214.776181,112.807887
1903,164.448373,215.008721,112.847092
1904,164.538919,215.145186,115.700139
1905,164.460051,214.665943,115.178051
1906,163.894202,214.573078,116.63645
1907,163.929393,214.651837,117.068922
1908,164.266083,214.174734,115.132882
1909,161.931321,214.155027,119.152007
1910,162.184823,214.014622,121.036449
1911,162.723873,213.488562,120.325001
1912,162.556533,213.246487,120.155113
1913,163.250404,213.038932,118.211453
1914,161.481198,213.125667,120.793219
1915,159.533426,212.909957,120.638983
1916,159.59377,212.891545,121.262287
1917,159.486495,212.988364,121.995342
1918,159.408927,213.22788,122.579744
1919,159.27768,213.26386,122.853112
1920,161.897096,213.035527,123.291637
1921,159.450599,210.452788,123.944458
1922,161.463861,210.921755,124.059113
1923,161.46139,211.11384,124.107604
1924,163.582428,211.222596,127.99102
1925,163.559823,211.419272,129.224699
1926,163.046522,208.733922,130.832174
1927,160.834526,208.70184,133.582744
1928,162.969516,209.071011,134.144215
1929,165.653161,209.280775,137.176801
1930,163.499473,215.583289,139.025839
1931,163.697069,215.588367,142.150226
1932,163.58948,215.339897,142.701979
1933,163.884268,215.128932,145.595581
1934,163.604685,215.431582,145.292056
1935,163.386934,213.133423,145.390413
1936,165.589092,213.229664,145.53829
1937,167.799007,213.295283,146.601635
1938,167.981866,212.872516,148.127191
1939,167.887698,212.926129,147.85852
1940,167.917615,212.616708,150.472952
1941,167.907586,212.893265,150.221525
1942,169.963819,213.211857,150.518314
1943,172.070263,213.302095,150.946925
1944,171.836599,213.44725,148.400695
1945,174.084931,213.589246,149.743093
1946,174.247757,213.38731,151.285615
1947,174.263164,213.724931,151.65283
1948,174.150149,213.335044,151.489662
1949,176.975439,213.947203,151.58475
1950,179.231676,213.641919,154.173444
1951,179.128796,213.238104,154.573894
1952,178.891882,213.241948,153.97054
1953,180.990019,213.575164,156.400812
1954,181.160644,213.436101,155.821719
1955,181.407517,213.398474,158.616426
1956,181.375546,213.83658,158.846229
1957,181.244648,213.682178,158.97968
1958,183.444684,213.379954,160.740717
1959,182.838985,213.324112,161.653245
1960,183.117718,213.004313,161.944666
1961,183.259968,212.887857,162.294565
1962,181.623877,212.784978,162.468399
1963,184.176937,212.840247,162.164357
1964,187.305501,212.901227,162.365546
1965,188.006155,212.510688,161.314424
1966,188.398404,212.756441,161.669342
1967,188.517528,213.055725,161.878215
1968,188.477211,212.957569,162.31085
1969,188.409462,212.87749,162.532197
1970,186.956743,213.022545,164.938237
1971,186.994144,213.489835,165.537671
1972,187.382555,213.345696,166.081037
1973,184.786467,212.868847,166.267885
1974,182.779561,212.970765,166.261532
1975,184.819599,212.749811,166.514219
1976,186.975761,212.763591,166.417081
1977,186.829061,210.797846,168.790137
1978,187.099405,211.259382,169.311133
1979,186.139608,211.103087,170.363908
1980,186.253961,210.617155,173.075017
1981,185.897103,210.756857,174.719912
1982,185.736752,210.725498,175.428964
1983,185.836752,210.559219,175.262871
1984,186.575276,211.208874,178.025033
1985,186.548614,211.211986,178.395575
1986,186.460847,211.547439,178.604996
1987,188.36863,211.700095,178.943687
1988,186.426411,211.751463,178.689156
1989,186.717431,211.516517,181.200233
1990,186.412383,211.756662,179.429561
1991,186.609224,211.660805,179.911548
1992,187.160585,211.979486,181.275847
1993,187.422714,212.030225,181.296495
1994,184.221146,212.192824,181.690902
1995,183.977904,209.795986,179.553782
1996,186.127634,209.831105,179.410555
1997,186.42985,209.474176,179.819552
1998,184.024535,210.104141,178.16011
1999,183.92787,209.844912,177.734915
2000,183.870946,209.834704,178.08459
