episode,gamma=0.99,gamma=0.8,gamma=0.5
1458,190.099618,11.544106,-35.129849
1459,189.885133,11.916419,-37.351244
1460,189.496149,9.258049,-37.64475
1461,190.221266,9.128759,-35.729285
1462,190.01061,13.177258,-32.312003
1463,189.467222,16.409739,-35.264025
1464,189.565217,19.54961,-39.397156
1465,189.653639,22.519922,-41.689841
1466,190.168978,22.742302,-38.232923
1467,189.568432,23.061792,-42.812766
1468,189.798309,23.707668,-41.130416
1469,190.219895,23.487156,-36.776825
1470,189.796899,27.256799,-39.05739
1471,188.244808,27.588972,-40.862126
1472,187.958605,24.495162,-42.502632
1473,188.007975,27.945014,-40.180309
1474,185.870062,30.20769,-37.28895
1475,185.826107,28.015313,-33.216901
1476,185.362776,31.29165,-30.991703
1477,184.618241,32.558994,-33.579709
1478,183.060509,31.768655,-31.847335
1479,182.481701,30.986269,-31.743289
1480,182.547706,31.699409,-31.796869
1481,182.526019,30.490433,-28.945482
1482,182.153901,33.495962,-25.07084
1483,182.056113,37.948708,-25.483407
1484,182.259935,35.181022,-25.452574
1485,181.722095,31.779687,-24.121485
1486,178.912988,29.19137,-22.141784
1487,179.170115,31.639803,-19.698736
1488,179.232354,29.27231,-21.248584
1489,179.052727,29.335107,-21.123059
1490,179.26906,31.729215,-22.284957
1491,179.555628,32.093304,-21.684898
1492,179.435004,32.131561,-18.781677
1493,179.628478,29.263012,-20.989479
1494,179.533053,28.040312,-25.102971
1495,179.02298,30.56861,-27.553555
1496,179.063462,30.614287,-22.888029
1497,176.696295,30.383063,-27.259452
1498,176.771162,29.978409,-25.094899
1499,176.979293,30.027488,-22.232771
1500,176.564549,31.036039,-19.886728
1501,176.438134,29.149036,-20.128144
1502,178.916307,32.286447,-15.997741
1503,178.374781,32.176887,-16.179495
1504,179.037365,31.174666,-20.338288
1505,179.649282,27.096102,-23.748044
1506,179.323429,24.299974,-24.653522
1507,179.3511,24.66253,-24.413367
1508,181.573789,25.824218,-26.442122
1509,181.501385,28.077776,-26.551621
1510,182.036054,31.44037,-24.63245
1511,181.808053,29.211096,-22.254164
1512,181.561746,27.128351,-26.231446
1513,181.74921,27.174345,-26.394735
1514,181.583126,27.386618,-22.283778
1515,181.672523,27.103,-22.697028
1516,179.506697,26.621659,-20.505045
1517,179.550263,26.634369,-20.520141
1518,178.615833,26.545295,-20.657396
1519,178.456228,26.87109,-19.186056
1520,179.021334,26.964956,-21.098193
1521,178.919784,27.030885,-23.551098
1522,178.430035,30.013313,-24.36839
1523,178.602958,30.721287,-22.261543
1524,178.695752,31.690815,-22.243562
1525,178.182226,31.85002,-22.194331
1526,178.264174,29.959685,-20.718224
1527,177.820524,31.609533,-22.52925
1528,176.456195,31.68586,-22.361734
1529,176.604025,35.255066,-20.483654
1530,176.42726,32.324856,-24.935438
1531,178.959252,35.248925,-27.572927
1532,178.904851,33.112931,-31.387838
1533,180.90992,31.113174,-32.934135
1534,181.473617,30.436377,-35.231953
1535,181.009341,29.749306,-34.909966
1536,181.075787,29.545416,-32.980112
1537,182.196296,29.466546,-35.280759
1538,181.275512,33.128821,-35.253159
1539,180.980567,35.923255,-32.399347
1540,181.10587,36.066082,-29.836023
1541,181.106307,35.358533,-29.79509
1542,181.128121,39.461408,-30.958426
1543,178.844597,39.346333,-33.281844
1544,178.986338,37.055608,-30.29215
1545,179.565843,39.565741,-34.150275
1546,179.488985,42.394025,-33.881136
1547,179.498552,42.857633,-33.869676
1548,179.715367,39.8065,-37.255533
1549,180.201472,39.517214,-33.07672
1550,180.176465,39.049877,-33.36168
1551,180.305441,39.310541,-31.6551
1552,180.024033,38.615703,-34.130434
1553,179.461494,41.267685,-38.466395
1554,179.355183,38.2586,-38.467243
1555,177.43503,35.88298,-38.322611
1556,178.04378,34.089583,-38.017526
1557,180.317652,31.79895,-37.825192
1558,183.188571,30.572621,-37.317496
1559,180.704007,30.355163,-33.443555
1560,180.623728,30.088296,-33.539567
1561,181.071008,32.291681,-34.373652
1562,180.959158,30.016326,-32.409055
1563,181.459803,29.736194,-36.304746
1564,182.355319,27.609038,-38.158305
1565,180.269061,24.659234,-36.532923
1566,177.83452,22.799151,-38.798001
1567,177.876196,25.337929,-42.044798
1568,178.301406,24.08961,-37.61559
1569,178.176159,24.602598,-39.688589
1570,178.423224,23.979031,-42.274057
1571,178.466939,24.754724,-42.319953
1572,180.661417,25.077651,-40.584431
1573,180.769253,24.940961,-36.4888
1574,179.435128,22.696821,-39.429416
1575,181.925407,20.467409,-40.4616
1576,181.644511,19.678817,-39.921239
1577,181.062547,19.232839,-40.191495
1578,183.574517,21.180011,-41.423923
1579,185.746698,23.204268,-42.720319
1580,186.357479,25.656179,-40.285775
1581,186.176462,20.862427,-41.960944
1582,186.431009,25.477759,-44.790048
1583,187.095992,21.675962,-48.772492
1584,187.014907,20.891898,-49.117114
1585,187.180193,23.479402,-50.627116
1586,187.311144,23.491432,-52.517305
1587,189.92563,26.035939,-49.877729
1588,190.088246,26.780991,-50.910478
1589,189.901221,26.312797,-46.858858
1590,187.768137,25.013624,-44.369825
1591,187.557847,24.289858,-42.833792
1592,187.289175,20.928284,-45.004638
1593,187.410835,20.923684,-49.705927
1594,187.066363,21.072497,-46.777015
1595,187.49601,23.799965,-42.692904
1596,187.736948,23.362479,-40.212791
1597,187.663848,20.335774,-44.64935
1598,189.702302,18.899878,-44.485963
1599,189.701659,19.065522,-46.830144
1600,189.759121,16.916032,-50.546864
1601,187.762727,16.042327,-54.488473
1602,187.988994,18.054556,-54.383405
1603,187.795144,18.013296,-58.231039
1604,188.071041,15.263495,-58.08213
1605,189.703031,14.883049,-56.038796
1606,189.64043,18.065837,-55.906391
1607,189.613224,16.516087,-56.061254
1608,187.478292,19.101131,-55.625248
1609,187.132318,21.362587,-55.414878
1610,187.149929,19.33541,-53.735185
1611,185.157924,17.92856,-55.353372
1612,185.691429,19.735972,-56.712723
1613,188.834141,22.112695,-52.538331
1614,188.786377,22.240906,-52.356492
1615,188.905908,21.759631,-56.483805
1616,189.02517,24.878399,-58.292276
1617,191.539309,25.377682,-55.988744
1618,193.166061,22.191456,-60.077827
1619,194.298158,18.843506,-63.817546
1620,194.554876,19.355197,-65.98082
1621,191.771339,19.182626,-64.853754
1622,191.524954,18.964872,-66.95212
1623,191.820296,15.340285,-68.503895
1624,191.617016,18.743716,-68.223455
1625,191.285371,21.342464,-67.85824
1626,191.462664,18.215894,-69.896028
1627,189.241865,20.584518,-67.864263
1628,189.828398,17.485033,-65.427137
1629,191.202357,16.812968,-62.456241
1630,191.390456,14.281614,-62.645701
1631,189.409132,14.37921,-58.473766
1632,189.061213,11.386749,-58.08002
1633,188.920169,15.054119,-58.49896
1634,189.399398,16.091847,-57.161392
1635,188.946765,13.955142,-58.966259
1636,189.255639,12.689385,-59.537368
1637,186.578243,11.869157,-57.274682
1638,186.923163,8.688345,-58.29924
1639,188.248741,6.002024,-56.124659
1640,188.445328,5.63674,-58.750776
1641,188.283133,1.253377,-58.889802
1642,188.36423,1.605268,-60.865652
1643,188.465769,1.409949,-61.186309
1644,190.751225,3.531433,-62.762986
1645,190.319468,5.672681,-67.42747
1646,187.273359,6.188714,-63.585658
1647,187.659176,4.279621,-64.965564
1648,187.821932,4.510937,-67.376463
1649,187.600048,7.338683,-66.805016
1650,187.188789,4.336865,-71.437885
1651,187.213255,4.998278,-71.223026
1652,187.151502,3.872871,-71.210686
1653,186.990983,6.733641,-73.133549
1654,187.508742,6.299883,-69.701289
1655,187.726668,6.460033,-65.513688
1656,190.172908,8.548916,-63.280952
1657,192.124256,10.332159,-61.285875
1658,192.332092,12.740747,-59.542292
1659,192.426486,14.134327,-59.473807
1660,194.208889,11.813128,-58.832495
1661,194.816307,8.547902,-60.949934
1662,195.178233,8.690335,-61.512914
1663,195.253253,7.758223,-65.054889
1664,195.286055,8.07542,-63.075491
1665,195.101846,7.120459,-62.791224
1666,197.288619,7.248182,-60.468958
1667,199.764111,9.871928,-55.989951
1668,199.879339,10.417699,-56.599868
1669,199.873585,11.384931,-57.462767
1670,199.88149,10.173167,-57.032315
1671,199.683907,13.571031,-57.245352
1672,200.042676,9.959464,-59.14221
1673,197.596338,9.482077,-60.100559
1674,197.523628,9.214322,-64.11959
1675,199.063851,7.43019,-64.302492
1676,199.338184,6.939445,-66.024564
1677,199.605218,10.675282,-70.471753
1678,200.181026,6.484103,-72.55714
1679,200.328591,3.420933,-70.985917
1680,199.858387,5.472331,-69.754167
1681,200.075727,3.240426,-73.710064
1682,197.711712,5.241872,-73.727327
1683,196.049101,2.54238,-75.298846
1684,195.666712,6.028085,-75.643984
1685,196.075029,6.508112,-75.08099
1686,196.269856,6.606719,-75.280796
1687,196.536415,8.853035,-74.735826
1688,196.611045,6.190557,-74.55162
1689,194.703135,2.940123,-75.92169
1690,195.100063,5.838982,-75.663937
1691,197.459875,3.762827,-80.181252
1692,197.501081,5.522029,-80.725932
1693,197.519552,9.241904,-76.205054
1694,197.058111,8.992938,-72.288447
1695,197.31814,12.730069,-75.745822
1696,197.390258,13.472768,-77.969342
1697,197.576854,13.340641,-81.960767
1698,197.681966,12.633847,-77.428233
1699,197.519892,14.122797,-76.349386
1700,197.214623,11.134988,-75.981881
1701,197.182553,13.671895,-76.825348
1702,199.830762,13.663759,-73.776063
1703,199.931099,13.889402,-73.400309
1704,200.18392,11.765641,-69.507374
1705,198.236349,12.385458,-65.093758
1706,197.803845,16.195417,-66.670925
1707,197.685502,16.499821,-62.855664
1708,197.927065,16.351292,-58.692459
1709,199.988067,16.931847,-56.017476
1710,200.624336,14.183263,-53.979882
1711,200.360095,16.18908,-51.244386
1712,201.756327,18.174114,-50.979596
1713,201.436331,18.545636,-48.986089
1714,198.772542,16.18336,-53.222961
1715,198.971928,15.679941,-53.141779
1716,196.287196,19.511647,-52.402563
1717,196.145577,17.394153,-52.920616
1718,195.86324,16.957969,-55.448198
1719,196.141526,20.500542,-53.63774
1720,196.54017,22.141374,-52.570279
1721,196.680786,21.699045,-51.442068
1722,199.050419,24.847584,-52.68387
1723,199.36757,24.817561,-48.056766
1724,199.349117,28.461324,-47.884679
1725,199.228533,28.728085,-48.206376
1726,199.376216,28.292607,-48.123215
1727,199.188867,31.101795,-48.270101
1728,201.353346,32.699581,-50.17162
1729,201.11449,34.643028,-54.355505
1730,200.871566,34.697295,-54.959852
1731,198.801125,33.687936,-56.833078
1732,201.293348,32.868507,-56.834399
1733,199.120868,33.313537,-57.273604
1734,198.921496,32.818177,-55.828567
1735,196.643685,29.674356,-52.890623
1736,196.990921,29.684194,-53.011129
1737,196.837645,34.381954,-52.88063
1738,198.879709,32.415543,-56.506879
1739,198.458739,35.215216,-52.712878
1740,195.689871,36.894938,-53.988778
1741,195.87996,37.568832,-55.794986
1742,193.638592,39.125695,-58.158878
1743,193.272548,38.955227,-58.02428
1744,192.987898,37.506737,-58.594585
1745,192.676068,37.608126,-57.049817
1746,190.61111,37.470187,-55.537682
1747,192.687195,33.89978,-60.362553
1748,192.754101,34.128805,-60.45164
1749,192.450274,34.326786,-60.444421
1750,191.863903,34.735116,-62.181505
1751,189.946924,34.872358,-60.171094
1752,189.953606,34.540164,-60.308639
1753,190.249888,35.06195,-57.37988
1754,190.673479,31.230999,-52.931475
1755,190.670551,28.37348,-52.284974
1756,190.29612,31.130268,-52.232022
1757,190.257342,29.147492,-56.208225
1758,190.098579,29.965087,-54.220533
1759,189.929918,26.739721,-56.278903
1760,187.381159,26.607925,-54.722322
1761,187.357036,28.958906,-54.736495
1762,187.087844,31.000976,-50.1881
1763,186.519719,31.121843,-46.20644
1764,186.100238,30.131525,-43.637843
1765,185.67634,30.108608,-41.399672
1766,185.818364,32.068105,-41.57531
1767,185.215704,32.076057,-41.778979
1768,185.546532,31.727275,-45.975789
1769,185.133875,30.427076,-45.687113
1770,185.514396,28.396653,-44.621515
1771,185.408242,31.522758,-44.301449
1772,185.188991,31.479818,-44.054575
1773,185.275265,32.251482,-44.089492
1774,187.990931,32.144163,-43.390664
1775,187.373501,35.660509,-38.959696
1776,186.950744,39.664086,-34.797391
1777,186.097635,39.819041,-35.164061
1778,185.791094,35.836,-35.691175
1779,186.052294,36.881079,-32.999195
1780,185.397505,36.75133,-32.971074
1781,185.912183,34.536137,-34.196272
1782,186.19406,37.205118,-34.703121
1783,188.651885,40.142488,-34.549499
1784,189.799851,39.97244,-31.014202
1785,189.263803,36.63227,-31.169217
1786,189.093605,33.346376,-27.092949
1787,188.94285,33.868123,-22.553512
1788,188.774103,35.094069,-22.85635
1789,188.140446,38.552936,-26.172138
1790,189.442685,41.389038,-26.079397
1791,188.984429,39.080996,-30.4202
1792,186.924819,38.999892,-30.215309
1793,187.038991,39.129402,-34.584786
1794,187.134473,35.914607,-34.644761
1795,186.81612,36.34856,-38.425921
1796,186.869365,35.105849,-35.749766
1797,186.550305,32.539558,-33.920039
1798,186.233395,30.652374,-34.258736
1799,185.725531,34.452296,-35.036224
1800,184.027176,31.004826,-34.58531
1801,184.266046,33.962497,-35.006367
1802,184.055808,33.790151,-33.009504
1803,183.248523,34.089997,-34.173561
1804,182.972545,32.394486,-36.691161
1805,183.313812,30.709109,-36.545034
1806,185.349098,28.494103,-36.528201
1807,185.84894,25.999653,-36.443166
1808,186.105302,25.65958,-36.37641
1809,185.502274,29.685175,-37.107394
1810,185.465636,29.240229,-37.178558
1811,185.473732,31.954228,-39.864404
1812,185.445879,31.579348,-40.299928
1813,185.435393,31.837527,-37.599124
1814,185.425667,31.505533,-37.674436
1815,187.341155,30.830162,-35.815305
1816,184.976021,28.532485,-33.079341
1817,187.631665,25.367875,-29.545429
1818,188.148248,27.647594,-26.872214
1819,185.805833,24.711814,-26.642614
1820,185.884617,24.81743,-24.602593
1821,183.731244,24.53062,-24.481467
1822,183.666645,24.255516,-25.729683
1823,181.380781,24.127849,-23.704821
1824,181.648471,24.653979,-26.855823
1825,181.890766,22.056352,-28.64873
1826,182.234084,21.965976,-31.202855
1827,179.784664,22.532799,-27.11375
1828,177.554892,19.464341,-27.053588
1829,177.719111,16.491947,-28.372622
1830,177.270851,17.731726,-27.00619
1831,177.734322,21.525367,-29.274544
1832,179.477269,25.099397,-25.21293
1833,178.715893,29.155305,-29.491926
1834,181.008537,28.431611,-30.503539
1835,179.07708,28.485361,-30.510388
1836,179.147358,32.854741,-30.164286
1837,178.822691,35.301661,-28.422391
1838,178.875267,35.395228,-28.713905
1839,179.299205,35.231385,-27.360409
1840,177.139918,34.957331,-27.525634
1841,177.633076,35.497638,-28.007986
1842,175.540783,33.008728,-23.486625
1843,178.246346,36.307309,-21.837622
1844,176.481705,36.976585,-17.776192
1845,176.486843,38.788232,-17.209228
1846,176.533367,38.8492,-14.498688
1847,178.832212,39.023851,-11.499576
1848,176.53579,42.215139,-11.010918
1849,174.372331,44.402655,-9.393136
1850,174.939218,41.688899,-7.195618
1851,175.438031,38.9414,-3.422921
1852,175.284252,37.903566,-5.155042
1853,175.13016,35.629299,-8.641935
1854,174.803656,35.094296,-11.028529
1855,174.989698,38.959822,-14.937894
1856,174.912079,38.335719,-17.222875
1857,172.809397,36.269729,-17.872348
1858,172.764194,38.653708,-18.268272
1859,172.55124,38.186035,-22.552385
1860,172.563509,38.156251,-22.751655
1861,174.134374,35.307489,-19.902009
1862,172.04738,30.998684,-24.555693
1863,168.763728,32.577576,-25.130629
1864,168.418227,33.317539,-24.734014
1865,166.229763,36.055273,-25.784747
1866,166.465042,33.625515,-25.046452
1867,166.411764,34.470692,-23.246309
1868,167.053593,33.936093,-25.51443
1869,166.282111,30.824919,-21.332359
1870,166.324448,31.973631,-20.957959
1871,165.739918,31.387666,-21.35562
1872,166.083826,31.713146,-20.126588
1873,165.807019,28.603221,-21.679071
1874,163.382576,30.602438,-17.351311
1875,160.790192,28.825616,-16.835336
1876,161.384489,27.976828,-19.71983
1877,161.393553,27.01742,-20.08807
1878,162.373818,28.880471,-19.881855
1879,162.385289,28.871313,-19.4401
1880,162.505847,29.594553,-19.615387
1881,162.805363,33.274149,-19.490423
1882,162.551739,32.174361,-15.552699
1883,161.691999,31.814121,-15.29529
1884,161.657657,31.071518,-12.056473
1885,161.909515,30.312145,-13.981738
1886,160.596595,31.051675,-13.828991
1887,160.53715,33.739589,-18.395305
1888,160.107272,30.937486,-23.125711
1889,160.294484,28.418607,-18.986846
1890,160.614857,28.303755,-19.168172
1891,160.873848,28.383709,-15.513639
1892,160.811052,31.149668,-11.336113
1893,163.029294,30.530353,-11.445835
1894,163.117503,27.611594,-11.533091
1895,160.9552,28.734051,-14.365051
1896,161.373749,27.839641,-9.528841
1897,161.376829,28.581899,-9.320443
1898,161.609577,30.866751,-11.201543
1899,161.932694,33.267429,-10.865034
1900,162.419266,31.886779,-14.769883
1901,164.519108,35.454517,-15.138228
1902,164.237529,33.226117,-15.029581
1903,164.448373,33.485139,-14.86225
1904,164.538919,30.518526,-12.968516
1905,164.460051,32.748767,-10.668556
1906,163.894202,37.125578,-13.034659
1907,163.929393,40.028115,-15.314783
1908,164.266083,38.371665,-15.276225
1909,161.931321,39.514571,-17.69495
1910,162.184823,37.030883,-17.111606
1911,162.723873,34.142482,-21.919051
1912,162.556533,33.836151,-18.869709
1913,163.250404,31.097571,-18.281089
1914,161.481198,31.042573,-16.905532
1915,159.533426,31.277824,-17.198033
1916,159.59377,31.553853,-17.637373
1917,159.486495,34.674285,-17.803305
1918,159.408927,38.062689,-20.110422
1919,159.27768,37.805776,-20.37956
1920,161.897096,41.020247,-20.217103
1921,159.450599,40.875269,-22.21578
1922,161.463861,38.906337,-19.698721
1923,161.46139,39.180949,-17.236115
1924,163.582428,36.332604,-15.590248
1925,163.559823,32.245496,-13.43721
1926,163.046522,35.141792,-9.064294
1927,160.834526,35.374896,-8.666117
1928,162.969516,35.376961,-11.31842
1929,165.653161,38.265549,-9.12326
1930,163.499473,41.365558,-7.67884
1931,163.697069,38.975157,-8.929708
1932,163.58948,38.550037,-10.837696
1933,163.884268,39.163562,-14.84043
1934,163.604685,35.033798,-10.287576
1935,163.386934,36.004045,-11.037332
1936,165.589092,32.01179,-12.737666
1937,167.799007,31.686992,-17.614901
1938,167.981866,31.926837,-19.640455
1939,167.887698,28.968273,-21.655688
1940,167.917615,30.443696,-19.319904
1941,167.907586,28.859284,-23.741862
1942,169.963819,29.009697,-23.536707
1943,172.070263,31.805245,-26.060076
1944,171.836599,27.205749,-25.428433
1945,174.084931,22.829289,-29.917806
1946,174.247757,21.003826,-28.25033
1947,174.263164,20.811283,-32.766577
1948,174.150149,18.607121,-34.979368
1949,176.975439,18.164342,-35.029152
1950,179.231676,18.028294,-37.116883
1951,179.128796,21.136593,-39.272653
1952,178.891882,23.849965,-41.295894
1953,180.990019,27.959152,-40.992699
1954,181.160644,30.75737,-37.181686
1955,181.407517,32.708905,-35.289193
1956,181.375546,32.401976,-31.467275
1957,181.244648,32.63641,-33.554155
1958,183.444684,34.44561,-37.166736
1959,182.838985,34.25577,-33.286821
1960,183.117718,33.450318,-28.957993
1961,183.259968,35.972865,-24.540496
1962,181.623877,35.462321,-24.63201
1963,184.176937,35.607483,-22.544566
1964,187.305501,35.892157,-21.93238
1965,188.006155,35.365074,-24.740536
1966,188.398404,33.433297,-25.244924
1967,188.517528,32.587231,-25.28577
1968,188.477211,30.433483,-27.044092
1969,188.409462,34.305052,-27.215111
1970,186.956743,37.830193,-27.492439
1971,186.994144,34.835738,-24.511084
1972,187.382555,33.702998,-24.636481
1973,184.786467,31.053376,-26.622815
1974,182.779561,31.624212,-22.626979
1975,184.819599,29.965757,-22.871336
1976,186.975761,29.516658,-24.284055
1977,186.829061,30.231757,-24.482734
1978,187.099405,26.938468,-27.569033
1979,186.139608,25.40397,-27.716765
1980,186.253961,28.599683,-25.970371
1981,185.897103,27.537551,-28.601474
1982,185.736752,23.806593,-29.853674
1983,185.836752,24.096387,-34.172363
1984,186.575276,23.900726,-29.856589
1985,186.548614,22.963814,-31.464147
1986,186.460847,26.140512,-28.39854
1987,188.36863,27.873346,-27.939794
1988,186.426411,25.938759,-23.393926
1989,186.717431,28.514937,-19.66635
1990,186.412383,30.950564,-19.45013
1991,186.609224,26.749074,-20.702517
1992,187.160585,26.718307,-24.541889
1993,187.422714,26.604506,-28.683616
1994,184.221146,27.147918,-28.694361
1995,183.977904,27.715272,-24.489912
1996,186.127634,28.375272,-24.99795
1997,186.42985,29.178777,-26.172728
1998,184.024535,24.9494,-25.453452
1999,183.92787,24.978038,-27.365554
2000,183.870946,24.601583,-25.618906
