episode,epsilon=1.0,epsilon=0.8,epsilon=0.5
1574,179.435128,48.037803,-94.375357
1575,181.925407,48.048575,-93.467194
1576,181.644511,50.425502,-95.940346
1577,181.062547,50.98853,-95.721048
1578,183.574517,53.498038,-95.155633
1579,185.746698,51.465099,-94.652483
1580,186.357479,49.194343,-94.154138
1581,186.176462,48.145301,-93.597371
1582,186.431009,50.193989,-93.407471
1583,187.095992,50.040638,-90.923479
1584,187.014907,52.082933,-92.274952
1585,187.180193,49.548586,-90.104062
1586,187.311144,49.494848,-89.328505
1587,189.92563,49.825047,-88.591314
1588,190.088246,52.068901,-87.919066
1589,189.901221,54.26515,-87.297465
1590,187.768137,54.37396,-85.170434
1591,187.557847,54.501553,-83.293914
1592,187.289175,57.178893,-84.072903
1593,187.410835,56.960381,-80.831968
1594,187.066363,54.843083,-80.137054
1595,187.49601,57.225055,-76.653857
1596,187.736948,59.555241,-73.441472
1597,187.663848,62.030261,-70.63998
1598,189.702302,63.927864,-67.649808
1599,189.701659,61.343367,-64.403363
1600,189.759121,61.575297,-65.575799
1601,187.762727,64.177355,-62.250777
1602,187.988994,64.768807,-58.968128
1603,187.795144,66.934922,-58.363457
1604,188.071041,69.721174,-55.022926
1605,189.703031,70.190529,-52.399155
1606,189.64043,68.194632,-49.315764
1607,189.613224,70.703431,-46.712639
1608,187.478292,72.991402,-43.707149
1609,187.132318,75.561012,-40.293971
1610,187.149929,75.858709,-36.662883
1611,185.157924,73.977384,-34.240126
1612,185.691429,74.183248,-30.878314
1613,188.834141,74.36058,-27.864723
1614,188.786377,76.876899,-29.310531
1615,188.905908,77.729482,-25.720358
1616,189.02517,80.035595,-22.613738
1617,191.539309,82.738863,-19.667834
1618,193.166061,83.361106,-19.788415
1619,194.298158,84.200792,-16.578113
1620,194.554876,84.267179,-13.951917
1621,191.771339,86.533273,-11.475461
1622,191.524954,86.606299,-8.50564
1623,191.820296,89.178875,-5.631296
1624,191.617016,87.259719,-2.373535
1625,191.285371,89.937824,-0.75153
1626,191.462664,88.31854,-1.16065
1627,189.241865,90.090542,2.217118
1628,189.828398,92.293212,1.047956
1629,191.202357,94.086944,3.773397
1630,191.390456,96.413967,6.819789
1631,189.409132,96.597026,7.808538
1632,189.061213,94.492975,10.649677
1633,188.920169,96.598218,12.833261
1634,189.399398,97.203276,17.622762
1635,188.946765,97.290602,17.383591
1636,189.255639,97.363276,17.467107
1637,186.578243,93.985342,20.155165
1638,186.923163,95.601754,19.922284
1639,188.248741,97.89967,19.399187
1640,188.445328,98.33495,18.725037
1641,188.283133,100.658599,17.736231
1642,188.36423,102.730615,20.208232
1643,188.465769,100.888145,20.397315
1644,190.751225,101.105385,23.575967
1645,190.319468,103.500358,26.893662
1646,187.273359,103.98785,30.42113
1647,187.659176,106.310114,33.472518
1648,187.821932,104.838798,35.957095
1649,187.600048,107.325616,38.540536
1650,187.188789,109.735344,37.769363
1651,187.213255,109.384557,38.310624
1652,187.151502,111.481561,43.626574
1653,186.990983,113.498022,47.67618
1654,187.508742,114.037224,47.618809
1655,187.726668,114.008759,52.810084
1656,190.172908,113.57432,52.677118
1657,192.124256,115.392546,55.048634
1658,192.332092,115.275692,55.264546
1659,192.426486,117.439825,56.177362
1660,194.208889,119.700716,55.536581
1661,194.816307,117.431441,54.656194
1662,195.178233,117.965652,53.402704
1663,195.253253,118.194047,53.971943
1664,195.286055,115.728943,54.103608
1665,195.101846,118.497347,56.817082
1666,197.288619,118.927297,57.204072
1667,199.764111,117.414313,43.719136
1668,199.879339,119.616164,45.738887
1669,199.873585,121.290614,45.52878
1670,199.88149,119.509931,45.542737
1671,199.683907,119.005778,41.131584
1672,200.042676,118.907653,42.488723
1673,197.596338,117.080336,42.840122
1674,197.523628,119.51113,45.514251
1675,199.063851,121.400708,46.360718
1676,199.338184,121.655613,47.858613
1677,199.605218,120.797672,53.00881
1678,200.181026,119.875183,55.663828
1679,200.328591,117.491113,56.1787
1680,199.858387,117.643077,55.9203
1681,200.075727,117.621546,55.419086
1682,197.711712,120.931865,58.037045
1683,196.049101,118.646925,60.663821
1684,195.666712,116.630505,60.956017
1685,196.075029,113.907653,62.87662
1686,196.269856,116.075245,61.242771
1687,196.536415,113.877046,63.49642
1688,196.611045,113.846354,65.435452
1689,194.703135,111.822415,66.375649
1690,195.100063,109.896902,68.779714
1691,197.459875,107.624408,68.383944
1692,197.501081,107.404981,68.429207
1693,197.519552,105.4189,71.403805
1694,197.058111,104.768297,71.773358
1695,197.31814,106.072395,73.851985
1696,197.390258,105.93895,73.248612
1697,197.576854,103.908236,72.722314
1698,197.681966,101.452135,72.72527
1699,197.519892,99.380845,72.336511
1700,197.214623,99.385782,72.078777
1701,197.182553,101.630403,76.517188
1702,199.830762,99.504279,75.796796
1703,199.931099,98.895632,75.782979
1704,200.18392,96.50568,78.842737
1705,198.236349,94.079867,78.65155
1706,197.803845,92.771762,79.129248
1707,197.685502,94.507077,76.679563
1708,197.927065,92.214534,76.084919
1709,199.988067,89.879394,76.133568
1710,200.624336,89.900811,75.951151
1711,200.360095,91.650728,72.960171
1712,201.756327,91.776589,72.481491
1713,201.436331,89.336786,70.224077
1714,198.772542,91.747492,67.815463
1715,198.971928,89.699212,72.393963
1716,196.287196,91.868805,71.805053
1717,196.145577,89.292798,72.050793
1718,195.86324,86.712412,71.448312
1719,196.141526,85.996939,73.624926
1720,196.54017,83.232506,72.673654
1721,196.680786,83.202838,69.988478
1722,199.050419,80.993507,69.998674
1723,199.36757,80.222838,70.33027
1724,199.349117,77.387285,70.045981
1725,199.228533,77.353205,69.179421
1726,199.376216,75.68366,70.729344
1727,199.188867,75.179912,71.210196
1728,201.353346,75.119756,70.708137
1729,201.11449,72.46891,70.534079
1730,200.871566,70.948007,67.820653
1731,198.801125,70.896163,67.850379
1732,201.293348,68.8196,69.771063
1733,199.120868,68.377438,66.773397
1734,198.921496,66.383017,66.875884
1735,196.643685,63.552314,66.622751
1736,196.990921,63.883447,69.024298
1737,196.837645,63.724533,68.054099
1738,198.879709,64.997197,70.319318
1739,198.458739,63.512382,72.299681
1740,195.689871,61.206054,71.697475
1741,195.87996,61.077651,75.232445
1742,193.638592,58.406721,79.245503
1743,193.272548,56.511258,79.857018
1744,192.987898,56.133261,82.163483
1745,192.676068,55.801817,78.905487
1746,190.61111,56.160297,75.408725
1747,192.687195,53.618623,75.479084
1748,192.754101,53.862316,75.536353
1749,192.450274,52.859342,75.8911
1750,191.863903,52.877082,75.416968
1751,189.946924,50.093392,78.44006
1752,189.953606,50.554764,80.381207
1753,190.249888,48.442008,80.37133
1754,190.673479,45.81072,80.256901
1755,190.670551,45.481941,83.229283
1756,190.29612,45.114175,82.926021
1757,190.257342,44.749101,83.479636
1758,190.098579,42.777969,83.809308
1759,189.929918,42.758447,84.969383
1760,187.381159,40.640087,87.22799
1761,187.357036,41.127471,90.248778
1762,187.087844,40.931898,93.000698
1763,186.519719,40.355779,94.799463
1764,186.100238,40.037461,95.423429
1765,185.67634,40.054524,98.164056
1766,185.818364,39.398714,96.911428
1767,185.215704,41.042477,99.696611
1768,185.546532,40.690475,114.490799
1769,185.133875,37.891248,114.316919
1770,185.514396,35.250139,117.090134
1771,185.408242,34.720242,120.474645
1772,185.188991,32.7286,127.565269
1773,185.275265,32.239718,127.561467
1774,187.990931,31.285522,125.73401
1775,187.373501,28.751186,125.719766
1776,186.950744,27.338125,127.442899
1777,186.097635,24.865653,127.40371
1778,185.791094,22.602695,127.175002
1779,186.052294,25.229779,127.144557
1780,185.397505,24.642804,129.431457
1781,185.912183,24.393029,132.213876
1782,186.19406,24.573612,135.727921
1783,188.651885,22.011903,135.716358
1784,189.799851,22.001812,136.363555
1785,189.263803,21.920428,136.323657
1786,189.093605,22.224023,139.35083
1787,188.94285,19.824979,141.753063
1788,188.774103,18.884105,141.861829
1789,188.140446,21.215444,142.735171
1790,189.442685,22.611257,144.240296
1791,188.984429,24.50687,144.192989
1792,186.924819,24.663391,145.093666
1793,187.038991,24.305245,144.981196
1794,187.134473,24.065406,145.645391
1795,186.81612,24.557989,145.232745
1796,186.869365,22.709992,145.574176
1797,186.550305,20.034907,146.373641
1798,186.233395,19.817552,147.495152
1799,185.725531,20.106644,147.344639
1800,184.027176,19.92302,148.228225
1801,184.266046,22.450686,148.948766
1802,184.055808,22.203201,149.380507
1803,183.248523,21.994544,150.252764
1804,182.972545,21.810515,148.388829
1805,183.313812,21.446729,148.079097
1806,185.349098,21.32885,148.150222
1807,185.84894,22.411821,148.445717
1808,186.105302,22.65803,151.064521
1809,185.502274,22.401664,151.265705
1810,185.465636,22.073112,151.748104
1811,185.473732,19.301746,152.414847
1812,185.445879,17.119277,155.059796
1813,185.435393,16.72483,155.732706
1814,185.425667,16.5432,158.641445
1815,187.341155,14.243294,161.553785
1816,184.976021,14.273611,161.398396
1817,187.631665,11.852219,162.217129
1818,188.148248,14.300869,161.399279
1819,185.805833,13.759004,159.709324
1820,185.884617,14.472792,160.052632
1821,183.731244,17.103066,160.607822
1822,183.666645,15.041008,162.775233
1823,181.380781,17.161466,163.121839
1824,181.648471,17.812274,162.670379
1825,181.890766,17.884062,163.23628
1826,182.234084,17.71663,164.593244
1827,179.784664,17.559044,165.038979
1828,177.554892,17.731018,167.109008
1829,177.719111,18.011304,165.28008
1830,177.270851,20.196097,166.172638
1831,177.734322,22.367931,168.763065
1832,179.477269,22.177454,168.826247
1833,178.715893,24.170446,169.417512
1834,181.008537,24.416601,172.186983
1835,179.07708,24.37514,172.460093
1836,179.147358,26.703784,173.235718
1837,178.822691,28.132838,173.795412
1838,178.875267,30.566975,176.415756
1839,179.299205,32.580176,176.343375
1840,177.139918,34.585256,177.054824
1841,177.633076,34.169336,180.978526
1842,175.540783,36.988595,181.506078
1843,178.246346,36.893958,181.858328
1844,176.481705,37.02782,181.887608
1845,176.486843,36.89863,182.452104
1846,176.533367,36.738516,185.491913
1847,178.832212,33.771572,189.246256
1848,176.53579,36.417219,187.13415
1849,174.372331,33.52704,187.055688
1850,174.939218,35.688813,184.290258
1851,175.438031,35.456601,185.082073
1852,175.284252,35.666207,184.879359
1853,175.13016,32.715918,185.024509
1854,174.803656,32.230899,182.958115
1855,174.989698,32.829391,183.340274
1856,174.912079,32.802826,181.280224
1857,172.809397,33.215789,181.510314
1858,172.764194,36.225379,180.942325
1859,172.55124,35.662442,179.234576
1860,172.563509,33.0069,178.893555
1861,174.134374,32.567409,178.537882
1862,172.04738,30.239536,178.088068
1863,168.763728,32.752829,178.318104
1864,168.418227,33.032273,180.147965
1865,166.229763,32.766951,182.199049
1866,166.465042,33.172047,180.056034
1867,166.411764,33.617065,178.659676
1868,167.053593,31.748166,178.277593
1869,166.282111,34.448671,176.836099
1870,166.324448,35.008961,177.974965
1871,165.739918,37.587438,178.013158
1872,166.083826,37.321853,178.200304
1873,165.807019,37.391615,177.748966
1874,163.382576,39.896226,175.453548
1875,160.790192,40.470312,176.749622
1876,161.384489,42.115283,177.02598
1877,161.393553,44.682547,177.989744
1878,162.373818,47.019524,178.470332
1879,162.385289,49.725121,179.008912
1880,162.505847,50.081623,179.072759
1881,162.805363,50.715669,179.024468
1882,162.551739,52.888303,179.267645
1883,161.691999,54.98612,178.479804
1884,161.657657,55.159868,175.895526
1885,161.909515,57.382094,173.283036
1886,160.596595,59.404628,173.383391
1887,160.53715,59.552347,173.047719
1888,160.107272,62.269599,170.890162
1889,160.294484,63.377792,168.803772
1890,160.614857,60.973571,168.042604
1891,160.873848,62.021737,165.241904
1892,160.811052,60.165249,162.03265
1893,163.029294,60.466665,161.643762
1894,163.117503,62.545823,159.482263
1895,160.9552,63.014793,159.157489
1896,161.373749,65.281837,159.353982
1897,161.376829,67.869982,159.093123
1898,161.609577,69.333363,158.513446
1899,161.932694,72.037449,156.221232
1900,162.419266,72.369182,156.595783
1901,164.519108,72.869319,156.216083
1902,164.237529,72.953629,156.094153
1903,164.448373,70.95712,152.82669
1904,164.538919,73.374741,152.42726
1905,164.460051,73.520108,154.338302
1906,163.894202,73.557427,153.774923
1907,163.929393,76.141015,153.889667
1908,164.266083,78.853924,153.507669
1909,161.931321,79.156262,151.057467
1910,162.184823,81.539032,149.36156
1911,162.723873,83.803715,144.434993
1912,162.556533,84.540092,143.272186
1913,163.250404,84.600984,143.134727
1914,161.481198,85.800149,140.823417
1915,159.533426,88.338236,140.864672
1916,159.59377,90.755622,138.198651
1917,159.486495,91.591417,136.247194
1918,159.408927,93.746103,133.704862
1919,159.27768,91.701764,134.368647
1920,161.897096,94.530454,134.522926
1921,159.450599,94.066162,134.473796
1922,161.463861,94.333886,134.359596
1923,161.46139,97.042734,134.43206
1924,163.582428,97.090852,134.554782
1925,163.559823,99.608005,132.795281
1926,163.046522,100.165826,132.35557
1927,160.834526,100.493883,130.039097
1928,162.969516,103.035365,129.915574
1929,165.653161,102.66402,128.220551
1930,163.499473,102.712473,130.50138
1931,163.697069,102.508938,132.908185
1932,163.58948,100.142045,133.173076
1933,163.884268,100.339475,130.660352
1934,163.604685,100.489847,130.286427
1935,163.386934,100.609911,128.198931
1936,165.589092,101.627131,128.131962
1937,167.799007,101.495256,127.51045
1938,167.981866,101.590114,127.659054
1939,167.887698,101.728129,126.569127
1940,167.917615,101.933448,127.294965
1941,167.907586,102.015621,125.62886
1942,169.963819,104.581281,124.995261
1943,172.070263,103.967909,124.791342
1944,171.836599,104.725108,122.451876
1945,174.084931,107.082403,121.725439
1946,174.247757,109.321486,121.310516
1947,174.263164,111.496492,121.438595
1948,174.150149,114.256302,121.036717
1949,176.975439,113.999159,120.692234
1950,179.231676,114.188258,118.433094
1951,179.128796,114.331723,120.853762
1952,178.891882,114.914037,118.568895
1953,180.990019,115.312627,118.973114
1954,181.160644,115.372982,118.146274
1955,181.407517,118.474862,120.235291
1956,181.375546,120.523061,119.832645
1957,181.244648,123.208261,121.535785
1958,183.444684,120.450701,121.231655
1959,182.838985,120.242372,124.357314
1960,183.117718,123.515039,125.840519
1961,183.259968,124.148609,127.923539
1962,181.623877,127.589424,128.719695
1963,184.176937,130.217496,129.167343
1964,187.305501,130.261385,126.918353
1965,188.006155,132.884288,126.685513
1966,188.398404,135.400535,126.16334
1967,188.517528,134.770601,128.050332
1968,188.477211,135.02434,128.448806
1969,188.409462,136.754455,126.741143
1970,186.956743,132.894841,127.46241
1971,186.994144,135.346731,124.998078
1972,187.382555,135.955246,124.633882
1973,184.786467,135.659576,122.15546
1974,182.779561,137.351845,120.246126
1975,184.819599,134.993724,120.385335
1976,186.975761,137.091237,120.856725
1977,186.829061,135.832697,118.233256
1978,187.099405,133.428529,116.062682
1979,186.139608,129.715089,116.347016
1980,186.253961,129.981737,116.133608
1981,185.897103,129.895672,114.373429
1982,185.736752,130.179678,114.212814
1983,185.836752,130.100559,112.096949
1984,186.575276,130.194409,109.795976
1985,186.548614,132.566685,112.244689
1986,186.460847,130.646171,114.470031
1987,188.36863,130.439277,114.233923
1988,186.426411,132.746923,111.94165
1989,186.717431,130.507418,112.197601
1990,186.412383,132.750932,114.419901
1991,186.609224,135.216869,114.671742
1992,187.160585,132.852133,114.56374
1993,187.422714,134.500892,117.685421
1994,184.221146,136.670379,115.720592
1995,183.977904,137.248223,118.341399
1996,186.127634,137.063466,118.169175
1997,186.42985,135.215231,115.779215
1998,184.024535,134.849499,113.51768
1999,183.92787,135.838193,110.225192
2000,183.870946,136.076869,112.096329
